Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
EEFT,"Euronet Worldwide, Inc.",95.31,5021029351,n/a,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.73,19330770.88,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",0.8401,41474786.85,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVBG,"Everbridge, Inc.",32.76,925623677.2,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",2.6,38469579.2,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
MRAM,"Everspin Technologies, Inc.",9.8,125112150.8,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.38,90062665.38,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
EVFM,"Evofem Biosciences, Inc.",11.68,26962509.12,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,3.83,98624595.01,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",2.66,41000202.6,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",5.443,68189397.8,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,47.82,5725507776,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",50,721193200,n/a,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
XELA,"Exela Technologies, Inc.",6.1,964724272,n/a,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",28,8283889880,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,4.4,102398674.4,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",63.51,2155718279,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",126.27,19255543903,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",66.4,11799469240,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",73.55,1898380589,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,80.22,45434442060,n/a,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
XOG,"Extraction Oil & Gas, Inc.",14.87,2552721301,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",13.8,1565197366,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",1.19,20473685.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.18,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
EZPW,"EZCORP, Inc.",12.1,658215836.3,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",138.76,8685477113,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",181.29,5.26794E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
DAVE,"Famous Dave&#39;s of America, Inc.",6.3,46467521.1,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,28.78,1051858462,36548244,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,31.4,528878678,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",38.54,357137693,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fmao
FFKT,Farmers Capital Bank Corporation,40.55,304767677,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,15.5,426932744,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",54.4,909086668.8,n/a,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,53.745,15445795651,n/a,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,8.84,88400000,n/a,2017,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",7.37,307223572.2,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",21.7377,81791943.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FCRE,FC Global Realty Incorporated,0.91,4768698.48,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fcre
FSAC,Federal Street Acquisition Corp.,9.74,560050000,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsac
FSACU,Federal Street Acquisition Corp.,10.24,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsacu
FSACW,Federal Street Acquisition Corp.,1.1,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsacw
FNHC,Federated National Holding Company,16.57,216292866.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,9.63,177282262,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,15.64,2689246873,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",11.05,73068125,n/a,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc,0.7201,18650590,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",47.85,3933149370,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",45.36,169191802.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,287.61,1527180339,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,23.96,642938902.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,15.12,370332345.6,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",19.65,532261397.1,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,32.5,22931391210,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,27.7,498600000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
FNGN,"Financial Engines, Inc.",30,1899524340,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",32.85,522992465.6,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,20.68,2358018036,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",2.26,62618563.54,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn
FNTE,FinTech Acquisition Corp. II,9.91,236782930,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnte
FNTEU,FinTech Acquisition Corp. II,10.5,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnteu
FNTEW,FinTech Acquisition Corp. II,1.25,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fntew
FEYE,"FireEye, Inc.",15,2768819700,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,36.93,1094752551,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",29.75,322117143.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,14.45,251967149.9,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,32.56,1583544009,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",22.99,201384882.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",37.99,126771262.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash, Inc.",71.25,3362051449,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",449.54,5399157464,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bancshares, Inc.",29.51,501296373.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,22.5,150894135,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FBNK,"First Connecticut Bancorp, Inc.",27.2,433920131.2,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,54.56,554102248.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,29.2,1812152642,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,18,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",47.35,3196855516,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,47.65,582461687.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",16.31,175528823.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,19.42,741994815.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",26.3,231647743.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",31.91,4454198259,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,41.35,347798034,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,25.6544,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",42.6,2405020829,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,44.23,2173584186,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",39.54,499708655.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",26.15,2686360709,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FNWB,First Northwest Bancorp,17.09,202340592.6,n/a,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",58,130589262,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",70.03,7313442150,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FAAR,First Trust Alternative Absolute Return Strategy ETF,29.71,7427559.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,37.35,61627574.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,32.41,247936564.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,16.5,9900033,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbz
FTHI,First Trust BuyWrite Income ETF,23.8324,58966147.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi
FCAL,First Trust California Municipal High income ETF,50.94,10188101.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,26.697,6674303.394,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,53.87,700310107.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,22.34,34738700,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,33.3943,8348641.789,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,47.92,1447184096,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,54.3,13575108.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,66.24,937428480,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,46.66,9332093.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,27.46,405035054.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,29.45,2696147559,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,23.78,972602047.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifv
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,29.97,28471559.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwpp
FEM,First Trust Emerging Markets AlphaDEX Fund,30.17,515907060.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,57.8,5780115.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,43.4016,47741846.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,45.685,310658091.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,60.08,1381823418,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,41.82,773670083.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,47.74,47740095.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,55.02,283353110,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,20.8524,190868981.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
FTLB,First Trust Hedged BuyWrite Income ETF,23.4752,8216366.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
HYLS,First Trust High Yield Long/Short ETF,48.7426,1235625007,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,44.951,4495189.902,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk
FTAG,First Trust Indxx Global Agriculture ETF,29.55,7089872.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.9218,9045285.844,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftri
FPXI,First Trust International IPO ETF,38.68,23208077.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi
YDIV,First Trust International Multi-Asset Diversified Income Index,18.984,15187237.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
